/Personal/fruits-360-original-size/Test/apple_6/r0_103.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_107.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_11.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_111.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_115.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_119.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_123.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_127.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_131.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_135.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_139.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_143.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_147.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_15.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_151.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_155.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_159.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_163.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_167.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_171.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_175.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_179.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_183.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_187.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_19.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_191.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_195.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_199.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_203.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_207.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_211.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_215.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_219.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_223.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_227.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_23.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_231.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_235.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_239.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_243.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_247.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_251.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_255.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_259.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_263.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_267.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_27.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_271.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_275.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_279.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_283.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_287.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_291.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_295.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_299.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_3.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_303.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_307.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_31.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_311.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_315.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_35.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_39.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_43.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_47.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_51.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_55.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_59.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_63.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_67.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_7.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_71.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_75.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_79.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_83.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_87.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_91.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_95.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r0_99.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_103.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_107.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_11.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_111.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_115.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_119.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_123.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_127.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_131.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_135.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_139.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_143.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_147.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_15.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_151.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_155.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_159.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_163.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_167.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_171.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_175.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_179.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_183.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_187.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_19.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_191.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_195.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_199.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_203.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_207.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_211.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_215.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_219.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_223.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_227.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_23.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_231.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_235.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_239.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_243.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_247.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_251.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_255.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_259.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_263.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_267.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_27.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_271.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_275.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_279.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_283.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_287.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_291.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_295.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_299.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_3.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_303.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_307.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_31.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_311.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_35.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_39.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_43.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_47.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_51.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_55.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_59.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_63.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_67.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_7.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_71.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_75.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_79.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_83.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_87.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_91.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_95.jpg,0
/Personal/fruits-360-original-size/Test/apple_6/r1_99.jpg,0
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_103.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_107.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_11.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_111.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_115.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_119.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_123.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_127.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_131.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_135.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_139.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_143.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_147.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_15.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_151.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_155.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_159.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_163.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_167.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_171.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_175.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_179.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_183.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_187.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_19.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_191.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_195.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_199.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_203.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_207.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_211.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_215.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_219.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_223.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_227.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_23.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_231.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_235.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_239.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_243.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_247.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_251.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_255.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_259.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_263.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_267.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_27.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_271.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_275.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_279.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_283.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_287.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_291.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_295.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_299.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_3.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_303.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_307.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_31.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_311.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_315.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_319.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_35.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_39.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_43.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_47.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_51.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_55.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_59.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_63.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_67.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_7.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_71.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_75.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_79.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_83.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_87.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_91.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_95.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r0_99.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_103.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_107.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_11.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_111.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_115.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_119.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_123.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_127.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_131.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_135.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_139.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_143.jpg,1
/Personal/fruits-360-original-size/Test/apple_braeburn_1/r1_147.jpg,1
